event_ticker,game_date,team1,team2,winner,loser,winner_implied_prob,loser_implied_prob,team1_articles,team2_articles,team1_avg_tone,team2_avg_tone,team1_avg_positive,team2_avg_positive,team1_avg_negative,team2_avg_negative,team1_avg_polarity,team2_avg_polarity,mention_ratio_t1,tone_diff_t1_minus_t2,polarity_diff_t1_minus_t2,media_disparity_t1,pricing_error_winner,pricing_error_loser
KXNBAGAME-25APR20GSWHOU,2025-04-20,GSW,HOU,GSW,HOU,0.4822,0.5332,135,74,-0.08246366705230734,0.7642390356183917,3.2137637993907564,3.5111769241048902,3.2962274664430637,2.7469378884864994,6.509991265833821,6.258114812591391,0.291866028708134,-0.846702702670699,0.25187645324243046,0.10359787922053204,-0.5178,0.5332
KXNBAGAME-25APR20MEMOKC,2025-04-20,MEM,OKC,OKC,MEM,0.8815,0.1309,140,101,-1.2275158861857214,0.31884340145247275,2.8874416263185587,3.016733002908812,4.114957512504279,2.697889601456339,7.00239913882284,5.714622604365152,0.16182572614107885,-1.5463592876381942,1.287776534457688,0.003594898688629708,-0.11850000000000005,0.1309
KXNBAGAME-25APR20MIACLE,2025-04-20,MIA,CLE,CLE,MIA,0.8645,0.1546,123,132,-0.3985507322891477,0.28097391704628055,2.597296620039916,3.1683821451970635,2.995847352329064,2.887408228150783,5.593143972368981,6.055790373347847,-0.03529411764705882,-0.6795246493354283,-0.46264640097886556,-0.05162329129030083,-0.13549999999999995,0.1546
KXNBAGAME-25APR20ORLBOS,2025-04-20,ORL,BOS,BOS,ORL,0.882,0.1371,68,95,0.4684143671054592,0.8710029053316618,3.574135619886545,3.529465585580353,3.105721252781086,2.658462680248691,6.679856872667633,6.187928265829044,-0.1656441717791411,-0.4025885382262026,0.49192860683858886,-0.10295151280088068,-0.118,0.1371
KXNBAGAME-25APR21DETNYK,2025-04-21,DET,NYK,DET,NYK,0.3132,0.7103,124,124,-0.09104841970320993,-0.022732408724568387,2.5792816039119586,2.6575649961699557,2.670330023615169,2.680297404894524,5.249611627527128,5.337862401064481,0.0,-0.06831601097864154,-0.08825077353735278,-0.003415800548932077,-0.6868000000000001,0.7103
KXNBAGAME-25APR21LACDEN,2025-04-21,LAC,DEN,LAC,DEN,0.5116,0.5047,130,111,-0.1386578755919476,-0.5163971613128706,2.93238462170269,2.678184845248851,3.0710424972946373,3.1945820065617214,6.003427118997328,5.872766851810572,0.07883817427385892,0.377739285720923,0.13066026718675605,0.05830605142297561,-0.48839999999999995,0.5047
KXNBAGAME-25APR22MEMOKC,2025-04-22,MEM,OKC,OKC,MEM,0.9025,0.1198,157,151,-0.5191805624885575,-0.02997748036698089,2.6448710854376993,2.839926864395859,3.1640516479262573,2.86990434476284,5.808922733363956,5.709831209158699,0.01948051948051948,-0.4892030821215766,0.09909152420525746,-0.014719894365819091,-0.09750000000000003,0.1198
KXNBAGAME-25APR22MILIND,2025-04-22,MIL,IND,IND,MIL,0.6554,0.3318,119,78,0.28631664266435947,-0.177405313018694,3.087002493989093,2.626053705343966,2.8006858513247335,2.80345901836266,5.887688345313826,5.429512723706626,0.20812182741116753,0.46372195568305347,0.45817562160720016,0.12724701148973644,-0.3446,0.3318
KXNBAGAME-25APR22MINLAL,2025-04-22,MIN,LAL,LAL,MIN,0.69,0.3227,126,174,0.001495210411258635,0.08386135032952755,2.754097636146134,2.7774593782598878,2.7526024257348753,2.69359802793036,5.506700061881009,5.471057406190248,-0.16,-0.08236613991826891,0.035642655690761416,-0.08411830699591345,-0.31000000000000005,0.3227
KXNBAGAME-25APR23GSWHOU,2025-04-23,GSW,HOU,HOU,GSW,0.6706,0.3299,128,91,0.5167201832853233,0.0007881648215790071,3.490747778688288,2.9953330970189707,2.9740275954029647,2.9945449321973925,6.464775374091252,5.989878029216364,0.1689497716894977,0.5159320184637444,0.4748973448748881,0.11027148676793608,-0.3294,0.3299
KXNBAGAME-25APR23MIACLE,2025-04-23,MIA,CLE,CLE,MIA,0.8518,0.1628,96,107,-0.2606476868372493,-0.17403163277762404,2.6360213528005265,2.8521241200985328,2.8966690396377754,3.026155752876157,5.532690392438301,5.878279872974689,-0.054187192118226604,-0.08661605405962527,-0.34558948053638794,-0.03142439876209457,-0.1482,0.1628
KXNBAGAME-25APR23ORLBOS,2025-04-23,ORL,BOS,BOS,ORL,0.823,0.1876,79,114,-0.028784442531123042,0.7607060048402294,3.320584295291998,3.6199333940866065,3.349368737823121,2.859227389246377,6.669953033115119,6.4791607833329845,-0.18134715025906736,-0.7894904473713524,0.1907922497821346,-0.1301480974981013,-0.17700000000000005,0.1876
KXNBAGAME-25APR24DENLAC,2025-04-24,DEN,LAC,LAC,DEN,0.6924,0.3298,93,111,-0.06878319224864378,0.21380203591756208,2.909567642014215,3.2877621630273888,2.9783508342628586,3.073960127109826,5.887918476277074,6.361722290137216,-0.08823529411764706,-0.28258522816620585,-0.47380381386014214,-0.058246908467133825,-0.3076,0.3298
KXNBAGAME-25APR24NYKDET,2025-04-24,NYK,DET,NYK,DET,0.5965,0.4182,139,139,-0.2781211351681737,-0.20622499408196035,2.8026086538184085,2.7339879956993203,3.0807297889865826,2.940212989781281,5.883338442804991,5.674200985480601,0.0,-0.07189614108621337,0.20913745732439004,-0.003594807054310668,-0.40349999999999997,0.4182
KXNBAGAME-25APR24OKCMEM,2025-04-24,OKC,MEM,OKC,MEM,0.7917,0.2333,121,103,-0.48846755588007335,-0.8148889129510979,2.5556965069952753,2.4790141472546763,3.044164062875348,3.293903060205774,5.599860569870623,5.77291720746045,0.08035714285714286,0.32642135707102454,-0.17305663758982703,0.05649963928212266,-0.20830000000000004,0.2333
KXNBAGAME-25APR25BOSORL,2025-04-25,BOS,ORL,ORL,BOS,0.3023,0.7236,177,142,0.9715029440845289,0.3034928336051966,3.5862003688879245,3.3967043429434454,2.6146974248033956,3.093211509338249,6.20089779369132,6.489915852281692,0.109717868338558,0.6680101104793323,-0.2890180585903721,0.08825943969324562,-0.6977,0.7236
KXNBAGAME-25APR25INDMIL,2025-04-25,IND,MIL,MIL,IND,0.654,0.3658,129,140,-0.043752499201956174,0.16708805408651875,2.617839092372552,2.686697622932729,2.661591591574508,2.5196095688462106,5.27943068394706,5.20630719177894,-0.040892193308550186,-0.21084055328847492,0.07312349216812031,-0.030988124318698837,-0.346,0.3658
KXNBAGAME-25APR25LALMIN,2025-04-25,LAL,MIN,MIN,LAL,0.6256,0.3888,148,141,-0.07576212989628602,-0.40393426267959975,2.715656879029228,2.459521983085928,2.791419008925514,2.8634562457655273,5.507075887954743,5.322978228851456,0.02422145328719723,0.32817213278331375,0.18409765910328701,0.028519333282764306,-0.37439999999999996,0.3888
KXNBAGAME-25APR26CLEMIA,2025-04-26,CLE,MIA,CLE,MIA,0.6604,0.3515,101,69,-0.3373395849506686,-1.045851704559957,3.3179823320818165,2.417484973610602,3.6553219170324853,3.463336678170559,6.973304249114301,5.880821651781161,0.18823529411764706,0.7085121196092883,1.0924825973331407,0.12954325303928793,-0.3396,0.3515
KXNBAGAME-25APR26DENLAC,2025-04-26,DEN,LAC,DEN,LAC,0.3399,0.68,99,140,-0.10754924661833544,-0.1566867614487491,2.945630905591387,3.317386961693649,3.0531801522097233,3.4740737231423986,5.998811057801111,6.791460684836048,-0.17154811715481172,0.04913751483041366,-0.7926496270349368,-0.08331718283588517,-0.6601,0.68
KXNBAGAME-25APR26HOUGSW,2025-04-26,HOU,GSW,GSW,HOU,0.5048,0.5322,104,156,-0.7861614759117626,-0.7496782482660154,3.0406505402325115,3.124315598931619,3.8268120161442756,3.8739938471976343,6.867462556376786,6.998309446129252,-0.2,-0.036483227645747185,-0.1308468897524655,-0.10182416138228736,-0.4952,0.5322
KXNBAGAME-25APR26OKCMEM,2025-04-26,OKC,MEM,OKC,MEM,0.8935,0.1118,124,127,-0.9288938671266448,-1.880537984621087,2.730954080282607,2.456802391259645,3.659847947409251,4.337340375880732,6.390802027691857,6.794142767140377,-0.01195219123505976,0.9516441174944422,-0.4033407394485202,0.04160611025719223,-0.10650000000000004,0.1118
KXNBAGAME-25APR27BOSORL,2025-04-27,BOS,ORL,BOS,ORL,0.7406,0.2875,97,95,0.5303996830572402,0.19350661300341548,3.557029469161232,3.33836912927506,3.026629786103992,3.144862516271645,6.583659255265225,6.483231645546706,0.010416666666666666,0.3368930700538247,0.10042760971851905,0.022052986836024566,-0.25939999999999996,0.2875
KXNBAGAME-25APR27INDMIL,2025-04-27,IND,MIL,IND,MIL,0.4023,0.6056,80,105,0.3641411732485235,0.42505135094153235,2.9683848179603514,2.8899182628487585,2.6042436447118273,2.4648669119072264,5.572628462672178,5.3547851747559845,-0.13513513513513514,-0.06091017769300883,0.21784328791619334,-0.07061307645221801,-0.5977,0.6056
KXNBAGAME-25APR27LALMIN,2025-04-27,LAL,MIN,MIN,LAL,0.5432,0.4746,175,102,0.16448069983431457,-0.19535390538749783,2.8182472117683304,2.8311047545384853,2.653766511934016,3.026458659925983,5.472013723702346,5.857563414464467,0.26353790613718414,0.35983460522181243,-0.3855496907621214,0.1497606833296827,-0.4568,0.4746
KXNBAGAME-25APR27NYKDET,2025-04-27,NYK,DET,NYK,DET,0.4595,0.5478,83,66,0.10756116207054588,-0.2996356222595329,2.932820661552181,2.603267027205617,2.8252594994816342,2.9029026494651498,5.758080161033815,5.506169676670766,0.11409395973154363,0.4071967843300788,0.25191048436304886,0.07740681908227576,-0.5405,0.5478
KXNBAGAME-25APR28CLEMIA,2025-04-28,CLE,MIA,CLE,MIA,0.7572,0.2469,67,53,-1.8343910745453795,-1.4532612156780713,2.4112137499306097,2.609165598254781,4.24560482447599,4.062426813932852,6.656818574406602,6.6715924121876355,0.11666666666666667,-0.3811298588673082,-0.014773837781033805,0.039276840389967926,-0.24280000000000002,0.2469
KXNBAGAME-25APR28HOUGSW,2025-04-28,HOU,GSW,GSW,HOU,0.6686,0.3349,88,103,-0.4350440150510478,-0.027261139181907867,2.9620272507580676,3.380416588381464,3.3970712658091164,3.4076777275633727,6.359098516567185,6.788094315944836,-0.07853403141361257,-0.4077828758691399,-0.42899579937765075,-0.059656159500263276,-0.33140000000000003,0.3349
KXNBAGAME-25APR29DETNYK,2025-04-29,DET,NYK,DET,NYK,0.3591,0.635,101,118,-1.1148681305190171,-0.5812566962568729,2.0122186751976567,2.2952139255400374,3.127086805716674,2.8764706217969103,5.139305480914331,5.171684547336948,-0.0776255707762557,-0.5336114342621442,-0.03237906642261734,-0.06549335710123506,-0.6409,0.635
KXNBAGAME-25APR29LACDEN,2025-04-29,LAC,DEN,DEN,LAC,0.5275,0.4784,108,109,-0.6730702033478997,-0.6173384164139739,3.0351761589449398,2.4897590213108955,3.70824636229284,3.10709743772487,6.74342252123778,5.596856459035766,-0.004608294930875576,-0.055731786933925775,1.1465660622020142,-0.005090736812134077,-0.47250000000000003,0.4784
KXNBAGAME-25APR29MILIND,2025-04-29,MIL,IND,IND,MIL,0.7055,0.3097,145,141,-1.4653504961828638,-1.0301891837632347,2.154348301267821,2.359955082438053,3.6196987974506856,3.3901442662012884,5.7740470987185075,5.750099348639342,0.013986013986013986,-0.4351613124196292,0.02394775007916561,-0.014765058627974469,-0.2945,0.3097
KXNBAGAME-25APR29ORLBOS,2025-04-29,ORL,BOS,BOS,ORL,0.8577,0.1491,84,103,0.7470561589955721,0.4287975193836988,3.6758499775431046,3.4224031278328675,2.9287938185475335,2.9936056084491685,6.604643796090637,6.416008736282036,-0.10160427807486631,0.3182586396118733,0.1886350598086013,-0.0348892070568395,-0.14229999999999998,0.1491
KXNBAGAME-25APR30GSWHOU,2025-04-30,GSW,HOU,HOU,GSW,0.6602,0.3285,169,137,0.6468022519660096,0.43031026677075224,3.602174560459741,3.35952590368821,2.9553723084937316,2.9292156369174585,6.557546868953473,6.28874154060567,0.10457516339869281,0.21649198519525736,0.2688053283478027,0.06311218095910928,-0.3398,0.3285
KXNBAGAME-25APR30MINLAL,2025-04-30,MIN,LAL,MIN,LAL,0.4043,0.5673,170,356,-0.732138302915776,0.060002140998400566,2.4354970537689304,3.2484479061817724,3.167635356684706,3.188445765183372,5.603132410453638,6.436893671365144,-0.35361216730038025,-0.7921404439141766,-0.8337612609115066,-0.21641310584589896,-0.5957,0.5673
KXNBAGAME-25DEC01ATLDET,2025-12-01,ATL,DET,DET,ATL,0.7712,0.2405,36,56,-0.9689008177632803,-0.5216050161271667,2.210594656160406,2.8783459179408846,3.1794954739236854,3.39995093406805,5.390090130084092,6.278296852008934,-0.21739130434782608,-0.4472958016361136,-0.888206721924842,-0.13106044225571872,-0.2288,0.2405
KXNBAGAME-25DEC01CHABKN,2025-12-01,CHA,BKN,BKN,CHA,0.3496,0.6645,56,79,-1.2479924110893268,-0.7352303263189048,2.442061858345479,2.776637655107201,3.690054269434806,3.5118679814261062,6.132116127780286,6.288505636533306,-0.17037037037037037,-0.512762084770422,-0.15638950875302005,-0.11082328942370628,-0.6504,0.6645
KXNBAGAME-25DEC01CHIORL,2025-12-01,CHI,ORL,ORL,CHI,0.7511,0.2576,44,44,-1.0020538726906127,0.1912836900012821,2.68181393744653,3.515036306377108,3.6838678101371425,3.323752616375825,6.365681747583672,6.8387889227529355,0.0,-1.193337562691895,-0.4731071751692637,-0.059666878134594745,-0.2489,0.2576
KXNBAGAME-25DEC01CLEIND,2025-12-01,CLE,IND,CLE,IND,0.6507,0.3592,51,49,-1.0666815311835522,-1.2317129636183188,2.296051737686727,2.38931189926634,3.3627332688702785,3.621024862884659,5.658785006557007,6.010336762151001,0.02,0.1650314324347666,-0.3515517555939933,0.01825157162173833,-0.34930000000000005,0.3592
KXNBAGAME-25DEC01DALDEN,2025-12-01,DAL,DEN,DAL,DEN,0.1855,0.8241,129,69,-0.4597610570392361,-0.7679617715396123,2.8397229824831314,2.5891990404750334,3.299484039522368,3.3571608120146452,6.139207022005499,5.946359852489679,0.30303030303030304,0.3082007145003762,0.1928471695158196,0.16692518724017033,-0.8145,0.8241
KXNBAGAME-25DEC01HOUUTA,2025-12-01,HOU,UTA,UTA,HOU,0.1942,0.8237,35,31,-0.88649503444553,-1.4473474316085422,2.671439242811906,2.174200894571821,3.557934277257437,3.6215483261803616,6.229373520069343,5.7957492207521835,0.06060606060606061,0.5608523971630122,0.4336242993171595,0.058345650161180915,-0.8058,0.8237
KXNBAGAME-25DEC01LACMIA,2025-12-01,LAC,MIA,MIA,LAC,0.707,0.2994,91,64,-1.5696435878328565,-0.11811635767154094,2.421957828238833,2.913874452296072,3.9916014160716893,3.0319908099676125,6.413559244310521,5.945865262263685,0.17419354838709677,-1.4515272301613156,0.46769398204683643,0.014520412685482612,-0.29300000000000004,0.2994
KXNBAGAME-25DEC01MILWAS,2025-12-01,MIL,WAS,WAS,MIL,0.2082,0.8096,100,31,-0.38084130844626346,-1.1233005255390682,2.8912572355924953,2.7026677538768564,3.272098544038759,3.8259682794159238,6.163355779631253,6.528636033292782,0.5267175572519084,0.7424592170928048,-0.3652802536615294,0.3004817394805944,-0.7918000000000001,0.8096
KXNBAGAME-25DEC01PHXLAL,2025-12-01,PHX,LAL,PHX,LAL,0.3353,0.6771,80,142,-0.4868211964438315,-0.028655169489884003,2.5349612234264365,3.0856638806846406,3.0217824198702665,3.114319050174524,5.556743643296702,6.199982930859165,-0.27927927927927926,-0.4581660269539475,-0.6432392875624631,-0.162547940987337,-0.6647000000000001,0.6771
KXNBAGAME-25DEC02MEMSAS,2025-12-02,MEM,SAS,SAS,MEM,0.6386,0.3764,50,59,-1.6221825875240334,-0.35165105420070153,2.5388389389034103,2.7639802952615122,4.161021526427444,3.115631349462214,6.699860465330852,5.879611644723726,-0.08256880733944955,-1.2705315333233318,0.8202488206071266,-0.10481098033589137,-0.36140000000000005,0.3764
KXNBAGAME-25DEC02MINNOP,2025-12-02,MIN,NOP,MIN,NOP,0.8628,0.1404,76,87,-0.6489859966493062,-0.2235347866224438,2.948318711052523,3.17346507638322,3.597304707701829,3.3969998630056635,6.545623418754352,6.570464939388883,-0.06748466257668712,-0.4254512100268624,-0.024841520634531378,-0.05501489178968668,-0.1372,0.1404
KXNBAGAME-25DEC02NYKBOS,2025-12-02,NYK,BOS,BOS,NYK,0.3925,0.5914,66,99,0.3710970723033442,-0.6067531343953902,3.045144719741989,2.9448887283755987,2.6740476474386443,3.551641862770989,5.719192367180634,6.496530591146588,-0.2,0.9778502066987345,-0.7773382239659536,-0.05110748966506328,-0.6074999999999999,0.5914
KXNBAGAME-25DEC02OKCGSW,2025-12-02,OKC,GSW,OKC,GSW,0.8236,0.1901,73,58,-0.690715835217219,0.38446442635608685,2.8077415012826,3.5490994752172673,3.4984573364998175,3.164635048861181,6.306198837782417,6.71373452407845,0.11450381679389313,-1.075180261573306,-0.40753568629603265,0.0034928953182812653,-0.1764,0.1901
KXNBAGAME-25DEC02PORTOR,2025-12-02,POR,TOR,TOR,POR,0.66,0.3656,50,52,-1.0093593429454786,-0.6688983646440101,2.7140117855683585,3.0211938394173776,3.723371128513836,3.6900922040613864,6.437382914082194,6.711286043478763,-0.0196078431372549,-0.3404609783014685,-0.2739031293965688,-0.026826970483700877,-0.33999999999999997,0.3656
KXNBAGAME-25DEC02WASPHI,2025-12-02,WAS,PHI,PHI,WAS,0.869,0.145,41,0,-0.4471011546244642,,2.9742994844846273,,3.4214006391090903,,6.395700123593717,,1.0,,,,-0.131,0.145
KXNBAGAME-25DEC03BKNCHI,2025-12-03,BKN,CHI,BKN,CHI,0.2594,0.751,50,70,0.029493400233801315,0.2952876695886212,3.2650072081754136,3.543910324838503,3.2355138079416106,3.248622655249882,6.500521016117023,6.792532980088387,-0.16666666666666666,-0.26579426935481987,-0.29201196397136364,-0.09662304680107432,-0.7405999999999999,0.751
KXNBAGAME-25DEC03CHANYK,2025-12-03,CHA,NYK,NYK,CHA,0.7896,0.2266,64,99,-0.5745813144309203,0.15046442759066242,2.6991088488847694,3.105246014365824,3.27369016331569,2.9547815867751615,5.972799012200461,6.060027601140987,-0.2147239263803681,-0.7250457420215828,-0.08722858894052532,-0.14361425029126318,-0.21040000000000003,0.2266
KXNBAGAME-25DEC03DENIND,2025-12-03,DEN,IND,DEN,IND,0.7591,0.2606,95,43,-0.8062996649081174,-0.9871115206773358,2.4836160731898804,2.817682171329095,3.2899157380979984,3.804793692006432,5.773531811287881,6.622475863335527,0.37681159420289856,0.18081185576921832,-0.8489440520476466,0.1974463898899102,-0.2409,0.2606
KXNBAGAME-25DEC03DETMIL,2025-12-03,DET,MIL,MIL,DET,0.344,0.7355,54,91,-0.4152890140633786,0.10752893579283798,2.7886637772456577,3.3416504231174997,3.2039527913090358,3.2341214873246615,5.992616568554695,6.57577191044216,-0.25517241379310346,-0.5228179498562165,-0.5831553418874655,-0.15372710438936255,-0.656,0.7355
KXNBAGAME-25DEC03LACATL,2025-12-03,LAC,ATL,LAC,ATL,0.4277,0.5554,89,99,-0.8660057039348688,-0.3759839741289644,2.7669611577870814,3.07325462167869,3.6329668617219513,3.4492385958076537,6.399928019509034,6.522493217486341,-0.05319148936170213,-0.49002172980590436,-0.12256519797730725,-0.05109683117114629,-0.5723,0.5554
KXNBAGAME-25DEC03MIADAL,2025-12-03,MIA,DAL,DAL,MIA,0.3797,0.6375,65,111,-0.9255274390058934,0.10778916587055261,2.6900396165313047,3.08771673948309,3.6155670555371984,2.979927573612537,6.305606672068503,6.067644313095626,-0.26136363636363635,-1.033316604876446,0.23796235897287676,-0.18234764842564047,-0.6203000000000001,0.6375
KXNBAGAME-25DEC03PORCLE,2025-12-03,POR,CLE,POR,CLE,0.1971,0.8227,57,85,-1.0092744180748974,-1.207496964705225,2.8356418040837506,2.9291242234360824,3.8449162221586466,4.136621188141306,6.680558026242398,7.065745411577388,-0.19718309859154928,0.19822254663032757,-0.38518738533498986,-0.08868042196425827,-0.8029,0.8227
KXNBAGAME-25DEC03SACHOU,2025-12-03,SAC,HOU,HOU,SAC,0.9105,0.1022,28,61,-0.8802515292057181,-0.4652067351226483,2.7233931367146345,2.9564911442925013,3.6036446659203545,3.42169787941515,6.32703780263499,6.37818902370765,-0.3707865168539326,-0.4150447940830698,-0.05115122107265968,-0.2061454981311198,-0.08950000000000002,0.1022
KXNBAGAME-25DEC03SASORL,2025-12-03,SAS,ORL,SAS,ORL,0.2757,0.74,53,44,-0.21215361240097289,1.0816750438988199,2.99701015176026,4.358211498673482,3.209163764161233,3.2765364547746634,6.206173915921494,7.634747953448148,0.09278350515463918,-1.2938286562997927,-1.428574037526654,-0.01829968023767005,-0.7242999999999999,0.74
KXNBAGAME-25DEC04BOSWAS,2025-12-04,BOS,WAS,BOS,WAS,0.8212,0.1928,123,104,0.4440720153742623,-0.3938975538212042,3.4125452475668787,3.2254682071052323,2.9684732321926166,3.6193657609264376,6.381018479759495,6.84483396803167,0.08370044052863436,0.8379695691954665,-0.463815488272175,0.0837486987240905,-0.17879999999999996,0.1928
KXNBAGAME-25DEC04GSWPHI,2025-12-04,GSW,PHI,PHI,GSW,0.62,0.3952,117,0,0.6002990843956604,,3.697603924680966,,3.0973048402853056,,6.794908764966271,,1.0,,,,-0.38,0.3952
KXNBAGAME-25DEC04LALTOR,2025-12-04,LAL,TOR,LAL,TOR,0.4559,0.5553,164,60,0.27914706893924307,-1.2517002458531097,3.359379624191942,2.7130207555896684,3.080232555252699,3.9647210014427774,6.439612179444639,6.6777417570324475,0.4642857142857143,1.5308473147923527,-0.2381295775878085,0.3086852228824748,-0.5441,0.5553
KXNBAGAME-25DEC04MINNOP,2025-12-04,MIN,NOP,MIN,NOP,0.8398,0.1698,64,70,-0.7063721903799833,-0.6775358079711431,2.7204006494558377,3.01484606621552,3.426772839835821,3.6923818741866636,6.14717348929166,6.707227940402184,-0.04477611940298507,-0.028836382408840233,-0.5600544511105241,-0.023829878821934547,-0.1602,0.1698
KXNBAGAME-25DEC04UTABKN,2025-12-04,UTA,BKN,UTA,BKN,0.644,0.3603,51,40,-0.2831772879675658,0.04824694871280971,3.2085962956705982,3.366060344739629,3.4917735836381643,3.317813396026818,6.700369879308761,6.683873740766447,0.12087912087912088,-0.3314242366803755,0.016496138542314576,0.04386834860554166,-0.356,0.3603
KXNBAGAME-25DEC05CHATOR,2025-12-05,CHA,TOR,CHA,TOR,0.3027,0.7133,78,64,-0.23992459433052082,-1.0197653536571583,2.831306572631152,2.6354047836787777,3.0712311669616734,3.655170137335936,5.902537739592827,6.290574921014715,0.09859154929577464,0.7798407593266374,-0.3880371814218879,0.0882878126142192,-0.6973,0.7133
KXNBAGAME-25DEC05DALOKC,2025-12-05,DAL,OKC,OKC,DAL,0.899,0.1108,93,127,0.2696489689625188,0.6257190521661143,3.095375651907826,3.6656807522346826,2.8257266829453074,3.039961700068569,5.921102334853133,6.705642452303252,-0.15454545454545454,-0.35607008320359557,-0.7845401174501188,-0.09507623143290705,-0.10099999999999998,0.1108
KXNBAGAME-25DEC05DENATL,2025-12-05,DEN,ATL,DEN,ATL,0.6009,0.4054,85,87,-0.46578859740029543,-0.25306903696990735,3.0567085740472413,2.898508092061025,3.5224971714475375,3.1515771290309336,6.579205745494779,6.050085221091959,-0.011627906976744186,-0.2127195604303881,0.5291205244028196,-0.016449931509891498,-0.3991,0.4054
KXNBAGAME-25DEC05INDCHI,2025-12-05,IND,CHI,IND,CHI,0.369,0.65,67,70,-0.4047852597549554,-0.033252508598448666,2.772166840000393,3.3022384209422015,3.176952099755349,3.3354909295406503,5.949118939755742,6.637729350482852,-0.021897810218978103,-0.37153275115650675,-0.6886104107271098,-0.02952554266731439,-0.631,0.65
KXNBAGAME-25DEC05LACMEM,2025-12-05,LAC,MEM,MEM,LAC,0.4676,0.5528,193,47,-0.333100790519659,-0.8841869857455604,2.7378981453422466,3.0371760980745384,3.0709989358619065,3.921363083820099,5.8088970812041545,6.958539181894637,0.6083333333333333,0.5510861952259014,-1.1496421006904827,0.3317209764279617,-0.5324,0.5528
